%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1734501490133302360,26532,1734501490133043289,map,-2.472034517087503,-4.290575877050785,1.1465455163781462,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490232950693,26533,1734501490232413291,map,-2.485596969344441,-4.277733699196405,1.156435138473445,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490334676434,26534,1734501490333931922,map,-2.5234936302240047,-4.236500426195883,1.1472954086807396,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490433656028,26535,1734501490433124303,map,-2.5421619955629957,-4.2129992709348745,1.1691908963593023,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490533174543,26536,1734501490532709836,map,-2.5510032310349398,-4.203994685409705,1.1849641511111817,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490632866520,26537,1734501490632320165,map,-2.5415648036424177,-4.215208079559905,1.2073437385960468,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490732699056,26538,1734501490732383489,map,-2.538070914387758,-4.2190002946074285,1.202627617516387,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490832830258,26539,1734501490832432270,map,-2.5420175026838945,-4.213858254525343,1.2107243755882484,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501490932540397,26540,1734501490932193517,map,-2.557651182157032,-4.194938141342916,1.2139752168851234,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491033069846,26541,1734501491032525539,map,-2.5572626885598866,-4.189765205442372,1.183961448201934,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491135509026,26542,1734501491134965181,map,-2.546655140760663,-4.200165098489902,1.1278902730352351,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491235264784,26543,1734501491234540224,map,-2.523899055844612,-4.225266699710845,1.0652520458969168,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491333701339,26544,1734501491333245277,map,-2.5251884751896387,-4.231594765447603,1.0862490937860874,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491434298992,26545,1734501491433679580,map,-2.5229760994319763,-4.241015861304981,1.1168243845477621,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491535351777,26546,1734501491534450769,map,-2.5244389062001256,-4.246339744579064,1.109788013879752,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491636198881,26547,1734501491635750770,map,-2.6673178781850746,-3.8007621276381025,2.174263461297238,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491735199605,26548,1734501491734883069,map,-2.693007848493494,-3.0969559674905525,3.2801266838993373,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491835994003,26549,1734501491835374593,map,-2.4711534165173554,-2.0549096639218583,4.451559057407919,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501491933597108,26550,1734501491933175802,map,-2.7097050631135717,-3.0680772305126065,3.2734977873065665,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492033706034,26551,1734501492033481359,map,-2.6891596708954646,-3.765904817213433,2.1619761106977524,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492134267271,26552,1734501492133724689,map,-2.518366333917989,-4.2426232245890025,1.135302146247102,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492232616981,26553,1734501492232159376,map,-2.497129055884092,-4.261735919922525,1.1341755194033565,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492332969320,26554,1734501492332694053,map,-2.48583098974626,-4.276205469834312,1.1298386970383418,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492433013356,26555,1734501492432448625,map,-2.480368671622953,-4.280392817817925,1.1250659823277687,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492533544286,26556,1734501492532835721,map,-2.4915758634557954,-4.274681231270171,1.1305717094297174,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492633550753,26557,1734501492632828235,map,-2.50303275428515,-4.263263825780072,1.142601510915153,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492733313116,26558,1734501492733048677,map,-2.531581301250635,-4.236323574176721,1.1585716181982506,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492832996697,26559,1734501492832754850,map,-2.541827894306352,-4.2252496573120775,1.1762942202995579,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501492932766192,26560,1734501492932217121,map,-2.5459235983472066,-4.223184596700273,1.192012707829093,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501493032432271,26561,1734501493032191753,map,-2.5395102891204178,-4.2286058657146395,1.1787907422541246,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501493139041589,26562,1734501493132795333,map,-2.528415239455873,-4.240717310861412,1.170525268132223,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501493232857699,26563,1734501493232608318,map,-2.513533446324885,-4.250067168507323,1.1256466114862012,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501493333674851,26564,1734501493333301067,map,-2.496744922822156,-4.254142198204504,1.121727679507651,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501493433662494,26565,1734501493433140277,map,-2.493581595422039,-4.243924050756693,1.0783469619501094,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501493537153294,26566,1734501493536466836,map,-2.4970964572360335,-4.233326890735304,1.0871246463678808,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501493635278065,26567,1734501493635114431,map,-2.5133191465870595,-4.207214950040435,1.1567388365440596,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501493733677961,26568,1734501493733118295,map,-2.5133254782585484,-4.192756508765754,1.2263155229084344,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501493832988198,26569,1734501493832723855,map,-2.4869385503997887,-4.2294723282299636,1.117745122095186,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501493933528682,26570,1734501493933186292,map,-2.4865026038824083,-4.206403852512673,1.2105435272804346,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494033137990,26571,1734501494032564163,map,-2.4414793983671967,-4.2072690276571825,1.2228394955140827,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494134299982,26572,1734501494133658170,map,-2.3678209242472734,-4.229173459141406,1.1842201545591613,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494233720950,26573,1734501494233285188,map,-2.279380665351698,-4.2572999077870115,1.0752158717665103,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494334558979,26574,1734501494334138393,map,-2.2310681619253065,-4.260193965929019,1.0486852737167263,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494432873538,26575,1734501494432185173,map,-2.1890745905708484,-4.260890700763272,1.0250100334554717,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494533776053,26576,1734501494533459424,map,-2.15052326224627,-4.256006105692441,1.0299464052685583,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494633073291,26577,1734501494632606506,map,-2.098203715739989,-4.253279605768853,1.0326570861761686,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494733300948,26578,1734501494732760906,map,-2.0440571556503797,-4.240106080122403,1.0574761397696446,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494832650158,26579,1734501494832041025,map,-1.974761376120359,-4.232510563756597,1.085179605289468,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501494934536630,26580,1734501494933961153,map,-1.8723409004832245,-4.245311496497978,1.0581831409863691,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495033586199,26581,1734501495032961845,map,-1.7580855611980954,-4.263339472465808,1.027346122930989,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495133308689,26582,1734501495132647752,map,-1.6600318756693617,-4.271086909171126,0.9846690299616342,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495232685195,26583,1734501495232110023,map,-1.62137659601904,-4.247117629946145,1.024499890978582,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495334255522,26584,1734501495333629608,map,-1.592353532905793,-4.225396300425873,1.0542117386679026,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495432574497,26585,1734501495432259321,map,-1.5255022853242988,-4.233621156777703,1.0791809296588135,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495533347295,26586,1734501495532789468,map,-1.4300384428161528,-4.251545698603795,1.0703430483759082,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495632723259,26587,1734501495632423400,map,-1.3246167505499455,-4.2676760181396345,1.0444271804992722,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495733084103,26588,1734501495732801437,map,-1.24243776387836,-4.2574154930061106,1.0272662130134664,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495833416542,26589,1734501495832711696,map,-1.1444939618746288,-4.257657258424637,0.9921684117037617,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501495934706920,26590,1734501495933893680,map,-1.0311888899389976,-4.265586619581021,0.9564122589836453,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496034566111,26591,1734501496033957719,map,-0.9179062966049774,-4.273605124751447,0.9294748140813873,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496133942242,26592,1734501496133533000,map,-0.8361047945097477,-4.259689310363798,0.9826450549300138,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496233298306,26593,1734501496232787370,map,-0.7705007895538215,-4.238036496277268,1.0594630833377465,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496334279304,26594,1734501496333605051,map,-0.6937903438040293,-4.225960330987765,1.127736337189129,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496434812908,26595,1734501496434188127,map,-0.5963342039919919,-4.236759419576734,1.1098780272799815,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496532333759,26596,1734501496532071113,map,-0.501103902578964,-4.240116248789232,1.0795152384297595,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496633279900,26597,1734501496632772207,map,-0.3896013560635994,-4.24704676126485,1.0022003519326217,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496733234863,26598,1734501496732531309,map,-0.29053528183879873,-4.235842030966326,0.9593090107033773,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496835081136,26599,1734501496834447145,map,-0.18957831294783908,-4.230161762995428,0.9281713294849373,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501496934452512,26600,1734501496933752298,map,-0.1180840127825051,-4.214419055526961,0.9695334736854583,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497034680817,26601,1734501497034379959,map,-0.03334353107525485,-4.2098862008555855,1.0190722737566904,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497134163044,26602,1734501497133517980,map,0.054885028841338425,-4.203657617351853,1.0561239219379936,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497233204487,26603,1734501497232673168,map,0.16588410184980917,-4.20576680735327,1.0620047546471827,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497334147199,26604,1734501497333580732,map,0.2785631302599555,-4.205120575621207,1.0653517201215879,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497432481940,26605,1734501497432023525,map,0.4044277068629113,-4.209728457096609,1.0596562542953847,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497533247109,26606,1734501497532722949,map,0.5107201465291443,-4.2028448213441125,1.0721722750505336,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497632912010,26607,1734501497632378578,map,0.6186425476213441,-4.1978847381863025,1.0696103591290025,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497733624261,26608,1734501497733350515,map,0.7095612731734733,-4.188296874654018,1.0891634251276823,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497833182460,26609,1734501497832674503,map,0.8295411071384742,-4.191721678254881,1.08289991447948,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501497933259505,26610,1734501497932760477,map,0.9526342723126032,-4.194021711794858,1.0743103058167685,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498032244162,26611,1734501498031763553,map,1.1120806878408631,-4.201327436751062,1.0465529188493676,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498133075119,26612,1734501498132565975,map,1.2720576137172566,-4.203377289392684,0.9988834467521658,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498232555826,26613,1734501498232306241,map,1.4292471597875738,-4.202510949987211,0.9609139314371623,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498333966073,26614,1734501498333453416,map,1.547399132283908,-4.203279421528041,0.8443716866283438,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498432685819,26615,1734501498432257175,map,1.6495442285487525,-4.207763727152837,0.7740843616476709,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498532568374,26616,1734501498532054901,map,1.7643616425202144,-4.214548557756235,0.7148225723576157,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498633914079,26617,1734501498633250236,map,1.8402131229802006,-4.201451174110981,0.7556464228363178,0.0,0.0,0.0,1.0,0,12.0,9.0,3.0,5.0
1734501498734220148,26618,1734501498734030485,map,1.924214335658183,-4.16055656656594,0.9220717783401815,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501498833609331,26619,1734501498833094120,map,1.9865047852577846,-4.137394073205374,1.002999919745883,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501498933447397,26620,1734501498932833194,map,2.1377447078519216,-4.154942668920602,1.0421394996759257,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501499052528153,26621,1734501499052067279,map,2.144643079034265,-4.147459522020215,1.0907979854970915,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
1734501499133315173,26622,1734501499132762432,map,2.5117343729801505,-4.157320495558609,1.0963333066817766,0.0,0.0,0.0,1.0,0,12.0,9.0,5.0
