timestamp,x,y,z
1734501485464849980,-2.499205211443091,-4.276526070976782,1.0800476840578026
1734501485564799572,-2.4905027274399423,-4.284383435577159,1.1142925932522194
1734501485664692390,-2.4881404974337515,-4.284135253569822,1.0975411535849782
1734501485764550386,-2.5195007291286293,-4.247994493432005,1.1057523954918567
1734501485864442435,-2.5488333005427526,-4.201879815918584,1.1287590358296988
1734501485964401251,-2.5609290794706476,-4.198003134369419,1.1323265593649379
1734501486064345963,-2.5727063726917874,-4.190897476479805,1.076647989446137
1734501486165243086,-2.572686525358896,-4.202112222665464,1.0554673236281518
1734501486265122984,-2.586343329602803,-4.1891961222624605,1.0527980920572282
1734501486364995868,-2.575926624701447,-4.181247431698214,1.1390576021674856
1734501486464994379,-2.540735900302687,-4.212140875365781,1.0818082687340904
1734501486564783506,-2.5293258662286395,-4.232659382410276,1.1134222110344763
1734501486664787607,-2.5062329738313553,-4.255188558868112,0.976790261532475
1734501486764675007,-2.4999025940708575,-4.267569929691602,0.9941787807653136
1734501486864595413,-2.4741703132596133,-4.27859367255938,0.9910389223233357
1734501486964481004,-2.508551224491752,-4.244108138932343,1.1442947766509666
1734501487064317069,-2.5468513585647217,-4.214251425517505,1.1798758290209759
1734501487165202873,-2.553743428369689,-4.201955214797745,1.2152494444758948
1734501487265162698,-2.540215482313323,-4.225104464918467,1.0956780110061035
1734501487365074388,-2.481904620288359,-4.277331383572373,1.1242493549256305
1734501487465010741,-2.5211407173572646,-4.2502361558420505,1.0786973103926083
1734501487564943344,-2.53157998111271,-4.236862564560377,1.0969179476014956
1734501487664912496,-2.5371457710625487,-4.241589079062889,1.059444735090236
1734501487764849524,-2.3653669638150028,-4.476368938702073,1.313658851218966
1734501487864734855,-2.545383771580194,-4.23890725978219,1.1186643214997585
1734501487964683970,-2.6087667797002174,-4.1402861732298,1.3138184842143503
1734501488064526250,-2.6043033087059175,-4.136388346438677,1.2612471578540148
1734501488264518584,-2.567893634942212,-4.2068150866852445,1.0091247084674477
1734501488364327336,-2.5228346053632826,-4.245957013951037,0.9770351700517917
1734501488464264947,-2.5544729499665206,-4.235817504347093,0.9502673055214184
1734501488565149468,-2.5364298346667895,-4.238643956003369,0.9634569865419047
1734501488665022866,-2.501084896407355,-4.25835055911531,1.0264185500991012
1734501488764981673,-2.5277345994834244,-4.217712670273186,1.0344458585562275
1734501488864775313,-2.483474974365606,-4.253740784752192,0.9762850427034415
1734501488964840621,-2.5187783714953915,-4.222147929533463,1.0225796437219283
1734501489064727182,-2.490551479737681,-4.272159930921632,0.9815397516662151
1734501489164505702,-2.5321740465460887,-4.2387706754829395,1.1075543755789394
1734501489264436024,-2.5301893725896316,-4.258545585252368,1.1713790613860677
1734501489364369838,-2.503272793411779,-4.263911955326373,1.1369344418195977
1734501489464297157,-2.508438425099242,-4.251494074144063,1.1563706975261985
1734501489565155787,-2.517125739953937,-4.220742322472525,1.1775185317019592
1734501489665015118,-2.5611345893374504,-4.188194507898681,1.267303717619629
1734501489764949482,-2.5586370821759057,-4.186522797963636,1.2399029460058035
1734501489864932593,-2.4870813243476024,-4.26902135363004,1.110634104800427
1734501489964799180,-2.47494766700512,-4.279984016495925,1.1194388096640553
1734501490064705407,-2.4417597029397746,-4.322883803815456,1.1606616090995068
1734501490164643456,-2.4990916729978263,-4.268687920974158,1.1593936560296252
1734501490264494899,-2.515415736102964,-4.24145029603973,1.1489616421603452
1734501490364448432,-2.5556621785018643,-4.199189222152573,1.133418043427993
1734501490464349139,-2.5551079148861806,-4.197853361767101,1.2254141448251024
1734501490565198797,-2.5419713806687545,-4.214684608837676,1.1961778630814257
1734501490665130070,-2.5274224480010417,-4.233122803845916,1.2001196603944755
1734501490765060004,-2.5447964114022743,-4.209147002828332,1.2116141515923404
1734501490865026042,-2.5537547113660444,-4.199256078036544,1.2204047720955014
1734501490964946899,-2.5770292393229,-4.170847782965569,1.225132875439722
1734501491064824923,-2.5373427683864938,-4.204060423524255,1.090508082799735
1734501491164764535,-2.5245192064339843,-4.2246989590172594,1.0674378602705672
1734501491264759039,-2.5096048244247156,-4.246971815983376,1.0375750301203095
1734501491364650243,-2.5409362966517994,-4.222713663385928,1.1535004733903205
1734501491464476663,-2.5177472392867886,-4.252836992302851,1.1592290181758913
1734501491564406507,-2.513543826904035,-4.262931193426282,1.0154650978932602
1734501491664320718,-2.5477494860720635,-4.226621748038899,1.0417162623205471
1734501491765214825,-2.574904517124731,-4.185691958366575,1.0117647582365525
1734501491865099080,-2.5722302515512996,-4.190154177543135,0.9985431278347598
1734501491965028152,-2.5368204488799826,-4.224436045650354,1.1166208633501609
1734501492064987189,-2.521270094174704,-4.234838022271238,1.1464388421707608
1734501492164912194,-2.4968593847600387,-4.268483503727194,1.1428132284356265
1734501492264813091,-2.4730494759801673,-4.281765711253455,1.1131152779358842
1734501492364774992,-2.4875095517170953,-4.278352182193724,1.1334773208658915
1734501492464671524,-2.4805328950703363,-4.281040242251839,1.1286079982205721
1734501492564516838,-2.506667894606664,-4.264612162170304,1.1296153254177885
1734501492664469641,-2.5217347365296807,-4.244010596418607,1.1694624752529552
1734501492764331225,-2.5658519881121205,-4.200261360515546,1.1761141449402213
1734501492864329499,-2.5376990422318557,-4.231450946705869,1.1831073453940588
1734501492964228834,-2.5236998454530193,-4.251548284964332,1.1980619024355679
1734501493065047260,-2.5140281587166005,-4.2596390038842875,1.1782008817861427
1734501493364808326,-2.4768810844000946,-4.262358881006142,1.0262003834916071
1734501493464725318,-2.5115939124911,-4.212871490279768,1.0783992431523615
1734501493564694723,-2.5022006653120004,-4.224114543787999,1.1567388326847525
1734501493664607076,-2.525401452359844,-4.183840361306415,1.2349986059344968
1734501493764465498,-2.5324182605826775,-4.148115995948832,1.3390798452681536
1734501493864347214,-2.502415173447757,-4.191995873476452,1.228228155877751
1734501493964274892,-1.9167063298763873,-4.526884623402777,0.2819146592036714
1734501494065113907,-2.3364950929486046,-4.249412037513427,1.105671191016889
1734501494165060021,-2.2710500615483107,-4.264130256744761,1.093188466040767
1734501494264963421,-2.230555260479866,-4.257588766847634,1.0271951694762786
1734501494364856150,-2.1914931121779992,-4.258456651123581,1.0258217114838168
1734501494464754138,-2.1452793908914214,-4.2662622353552315,1.0220554807529216
1734501494564640344,-2.1148861349575676,-4.243045806536827,1.0418652451634403
1734501494664594510,-2.0345736928568416,-4.250032199903877,1.0338239981754067
1734501494764454553,-1.9827844558813679,-4.22643955066572,1.096054926142749
1734501494864338729,-1.9069436342003248,-4.220192946661302,1.1244476632316425
1734501494964306418,-1.7259707066165875,-4.285179265852655,0.9538907136506998
1734501495065115541,-1.6395157357575736,-4.28083296880371,1.002161764358245
1734501495165059904,-1.614688086913122,-4.246706789098307,0.9974285380566735
1734501495264932690,-1.6094650843353213,-4.213726084147711,1.07302485955714
1734501495364796487,-1.552474795370846,-4.215404632420906,1.0908032203157518
1734501495464751897,-1.4147359485097724,-4.269443539797538,1.0739739313437184
1734501495564655902,-1.3230165861131347,-4.266963973626795,1.0466673648985296
1734501495664641155,-1.2364143109606902,-4.265053861043076,1.0130364308585595
1734501495764560343,-1.168280832201188,-4.239165750989494,1.0221698691977301
1734501495864364867,-1.0285970662912445,-4.266617383189617,0.9411217164935735
1734501495964313924,-0.8954778138611129,-4.287381241384427,0.9052547535669522
1734501496064274339,-0.8294243061278648,-4.2651851730981125,0.9410299986006533
1734501496165196703,-0.7821541946708034,-4.224623695220762,1.0988048319807768
1734501496265058092,-0.6985438858705946,-4.222244633531339,1.1353095950080745
1734501496364908615,-0.600519315318988,-4.229585586185993,1.1480386910195288
1734501496464940456,-0.489080721036715,-4.256062335373846,1.0460772895123274
1734501496564752399,-0.4132998994680303,-4.232556904207111,1.0447445977825658
1734501496664688828,-0.26657767756284917,-4.248999933910181,0.9179283426827455
1734501496764593764,-0.19193240437919415,-4.222465782908869,0.917458290149458
1734501496864428068,-0.11062142036945632,-4.217844184789957,0.948634691514321
1734501496964407041,-0.05120404763133074,-4.201435677269425,1.0404455052453758
1734501497064328734,0.06265735195371333,-4.208542175480722,1.0661051549029144
1734501497164287090,0.15371829568313217,-4.199250153758902,1.0607481280100786
1734501497265123968,0.28191842318592836,-4.207480797055067,1.0582323027832115
1734501497365035643,0.4005902595876781,-4.205825763866373,1.0761830391230804
1734501497464984515,0.5312734129881322,-4.212888423775446,1.0441732506395587
1734501497565027125,0.6009565869258116,-4.187939210257215,1.0951177532998444
1734501497664841712,0.7242242350626782,-4.1910316926090125,1.0686260369030556
1734501497764831635,0.8038753384334104,-4.183820224391883,1.1033136545132252
1734501497864751648,0.9608583643659314,-4.197198178823583,1.076739681794449
1734501497964690519,1.094950394582951,-4.196625012675789,1.042917153421047
1734501498064479298,1.2840783411106031,-4.20492789585751,1.0188385809782008
1734501498164382408,1.4426073232344907,-4.201972975655077,0.9333701669509181
1734501498264279668,1.5644528222384082,-4.196069814145384,0.9297531718606664
1734501498365143475,1.6513718240214816,-4.193134092005801,0.8422949094125856
1734501498465052006,1.7577534449314216,-4.210411727289451,0.8205346073559266
1734501498664894333,2.0447021979226823,-4.162553808415887,0.9873692507770577
1734501498764768356,2.0895671113501812,-4.150129817480457,0.9887261232666046
1734501498964658162,2.370801613929905,-4.168130169492307,1.0619577363316557
1734501499064473884,2.5130524878830838,-4.153447845764749,1.106056185086256
1734501499164345642,2.6580742765914716,-4.143987188958265,1.1207022078978492
1734501499264346069,2.7227393544950256,-4.171838469564987,1.0409971362264856
1734501499364206054,2.791943854737202,-4.180450720650915,1.0131440608548188
1734501499465080169,2.971124316074719,-4.152730210949997,0.9670683957214
1734501499564943754,3.128210827293147,-4.14124856712386,0.9432476111806097
1734501499664966170,3.2412697298167665,-4.13523282168619,1.01742179884852
1734501499764917809,3.378931463816404,-4.137088915307455,0.9848629435938341
1734501499864776373,3.46320177181474,-4.1471334577230445,0.9413892506173722
1734501499964657929,3.6116820437233343,-4.134296117318813,0.9312482071313065
1734501500064600646,3.6725605828610033,-4.1707987069741,1.0417550678779008
1734501500164547101,3.971377500343169,-4.116552168755476,1.0182389572861117
1734501500264486062,4.026858511200411,-4.159941311202944,1.087298101221978
1734501500364292452,4.139516216591065,-4.159042547130421,1.0594258913885863
1734501500464234262,4.12315299464268,-4.219162279059415,1.0846778762651008
1734501500564194279,4.313684003076678,-4.178348228740618,0.9863934971342885
1734501500665048009,4.505231494976149,-4.138944739485848,0.9361428048892608
1734501500764929635,4.537359799359133,-4.178053300158099,0.9678463997371678
1734501500864808677,4.5184331263809,-4.27841478629574,0.9923590118619781
1734501500964793055,4.6216288910572905,-4.306561607474405,1.004126282404193
1734501501064593545,4.744692151804778,-4.3294610490307175,1.0299049171827486
1734501501164577270,4.877099893241407,-4.329900171776669,1.1261109706830814
1734501501264414628,4.9789953453036855,-4.33518051969193,1.108430429654366
1734501501364393790,5.274643852072224,-4.207446416389691,1.0128225214913842
1734501501464368834,5.372779785012213,-4.243929363639442,1.0031106426804899
1734501501564203476,5.521532691732505,-4.259343490476345,0.9594433441982481
1734501501664140020,5.448727382075851,-4.4612950061027545,1.081666792480162
1734501501765013857,5.582282969367875,-4.463961068335642,0.9266528770816567
1734501501864917690,5.598149845276127,-4.568131229307516,0.9883383059062932
1734501501964923152,5.800553845057406,-4.516008700705654,0.8897640241274413
1734501502064743437,6.039073407988127,-4.447092204575386,0.9942731067739164
1734501502164668512,6.189779979588124,-4.444461483518788,1.017877885397215
1734501502264609006,6.27472478396417,-4.503755284252771,1.113970695234866
1734501502364483070,6.371632540885916,-4.575622259629316,1.116698484341125
1734501502464471416,6.905151137542346,-4.182913431448146,0.6681286171569428
1734501502564284389,6.952393123221868,-4.3240697366362895,0.8245554427268339
1734501502664139436,7.022961896913816,-4.39637850439751,0.8162169543182805
1734501502765171007,7.265776101094193,-4.33397937211174,0.9106662268088365
1734501502864962820,7.449867822418677,-4.2830242731003105,0.8282229926452039
1734501502964974181,7.558740491945523,-4.316354520071632,0.739395492776257
1734501503064813906,7.541468674182282,-4.506953790558078,0.7600814252382694
1734501503164700227,7.71189539552449,-4.527370203427242,1.0868589453954713
1734501503264660383,7.897608403456793,-4.469637398764755,1.1861318099470366
1734501503364619063,8.043364405363377,-4.481564219636402,1.2666868569518033
1734501503464541569,8.29810867220726,-4.351728395463825,1.1870889083294007
1734501503564414625,8.354419419558962,-4.352200715583798,1.85664213647195
1734501503664263887,8.828138967521594,-3.795558534796052,1.7627310320432847
1734501503764215477,7.760258787921696,-5.647742844198357,1.1735454590299426
1734501503864107116,7.844240491655846,-5.725225112604359,1.0239834525691813
1734501503965007561,7.901156438851544,-5.777628693433895,0.6663203082056879
1734501504064956715,7.942814874122577,-5.816037994323421,0.39842290064477404
1734501504764329278,8.66269273228671,-6.479626226118594,1.015377774044693
1734501504864315712,10.148110442177684,-4.5829122238175515,1.2841606239257457
1734501504964107217,10.280101112194686,-4.599904563782226,1.1367000682053947
1734501505064932603,10.451806559783035,-4.536942455627846,0.960160360120792
1734501505164838640,10.508175716640661,-4.739404538337552,1.044546624843643
1734501505264819400,10.665112858634677,-4.738823055412345,1.1508699996358824
1734501505364717123,10.796596562372512,-4.787911458675141,1.2633337079494824
1734501505464593879,11.017595355318159,-4.612643115924521,1.2710585245416812
1734501505564493036,11.163823233368005,-4.605767072697319,1.2180990719916596
1734501505664346584,11.336808697985658,-4.548517851863995,1.1144410348208622
1734501505764269301,11.694822203078257,-3.9996089562324277,1.3875126537780187
1734501505864243661,11.839035847394968,-3.9779182028227087,1.4185216873990127
1734501505965035356,11.957112791233378,-4.026723713815211,1.4769105023408025
1734501506064957491,12.194805084327571,-3.7605142676166388,1.3858884997252434
1734501506164877648,12.29549832685422,-3.861196332469337,1.2632412093668
1734501506264759416,12.416372048267895,-3.9090597051518063,1.4672082017844166
1734501506364684890,12.468577458098707,-4.17118798379395,1.4372878085881802
1734501506464608823,12.580723292351152,-4.271403365887217,1.512641223281218
1734501506564497501,12.76555078470943,-4.170246683876204,1.4578001263464175
1734501506664429444,12.928359445737183,-4.11389291213101,1.3064344724478216
1734501506764370794,13.101498104069387,-4.044577792171902,1.2723410822458845
1734501506864251254,13.227064021190253,-4.097598802991191,1.0433750310041692
1734501506964178000,13.333229499614154,-4.222261009525742,1.1612456859195686
1734501507064086751,13.467295173425887,-4.24889691757244,1.1603039729032982
1734501507164928532,13.590901907513315,-4.300188990864416,1.2303892703257722
1734501507264866058,13.779422919388361,-4.1906357592949375,1.2613043967902995
1734501507364818931,13.941279292494253,-4.126957169923562,1.048705961418132
1734501507464772450,14.062426203591723,-4.204431735706893,0.9151707653208937
1734501507564776856,14.194269085172014,-4.147501852256003,0.5839807533539353
1734501507664644442,14.343985954535185,-4.1392552274165535,0.6675858670217247
1734501507764598352,14.479866621274713,-4.154636089947339,0.7100428633467738
1734501507864502129,14.56421156634474,-4.378016033269623,0.8812584323753826
1734501507964430439,14.679844689329759,-4.479967992730994,0.8335571650551136
1734501508064265896,14.82080202504771,-4.517840616779329,0.7754528291265309
1734501508164227517,15.053958575648508,-4.283131375762296,0.842111418322092
1734501508264125189,15.193957218212956,-4.306082239067675,0.8615211068290246
1734501508364899944,15.34417459508083,-4.32513275476393,1.0752352926669972
1734501508464807155,15.423232089991707,-4.561550394227221,1.139813233282723
1734501508564809917,15.586343629515813,-4.515848170342397,1.2631044692306
1734501508664682039,15.71781272281264,-4.576883334163535,1.3282276177202386
1734501508764563819,15.455018255629295,-5.491009223869586,2.321619322444922
1734501508864560225,15.284195461332557,-5.617817929147458,3.747464471229971
1734501508964511887,14.663608974635444,-6.11581260057526,5.481029942110857
1734501509064375514,16.065808260889273,-4.16931203603835,3.4513844204899953
1734501509164254755,16.768207861442125,-2.0731726360153635,2.3302410399076607
1734501510164432884,18.111928831391122,-3.6244654897239528,1.1678128452489218
1734501510264232356,18.32115613067885,-3.286027015563885,1.506384686221758
1734501510364234105,18.55653080740803,-2.963922294871371,0.6168671898513006
1734501510464108792,18.687334590046333,-3.066593795728671,0.6807551581375079
1734501510564998335,18.821948340382384,-3.091670877271363,0.255753106640736
1734501510664908446,18.901229650802954,-3.318027112943224,-0.12411717225910283
1734501510764731424,19.05823103557054,-3.233950531801215,-0.25630446908232063
1734501510864655622,19.16682256697364,-3.5447276432979407,-0.1212626264945265
1734501510964609726,19.28956612802264,-3.698436689876411,-0.004581342577463343
1734501511064498944,19.307911077304166,-4.52203456547174,1.0549734809347304
1734501511164498844,19.40837188590769,-4.697429523536467,1.0233207174013297
1734501511264274017,19.49934084549046,-4.938607429519235,1.0252883342457093
1734501511364250932,19.588806266167417,-5.172701885407152,0.9535686166129792
1734501511464158278,19.930517155819928,-4.576673538840385,1.4998400611806992
1734501511564063227,20.14319654982691,-4.28827316778759,1.5147733608855374
1734501511664898160,20.36429654153763,-3.9562377415538115,1.6119982677871187
1734501511764828442,20.5268757518946,-3.8741880556822585,1.918584301925705
1734501511864758632,20.62339307046404,-4.10443855482617,1.9986004815487441
1734501511964648831,20.735606012838325,-4.226331154035486,2.1828712959053638
1734501512064567795,20.83469717656151,-4.337439347627226,2.503167794731211
1734501512164517670,20.982339929794335,-4.3206573782070015,2.5192601942209016
1734501512264454378,21.10071822275876,-4.452212339432282,2.534588775684386
1734501512364292181,21.298262633769784,-4.3398965979075435,1.9956147377449405
1734501512464189133,21.431496008809226,-4.413464874301384,2.02413206155941
1734501512564160243,21.622660529806893,-4.232404226305431,1.7152476737648576
1734501512664059071,21.72724836933395,-4.410799853853828,1.7361786176287513
1734501512764905073,21.895960738129553,-4.271443745825013,1.653099177961815
1734501512864829339,22.13433583180081,-3.709283790804761,2.142873788196134
1734501512964796585,22.22679332469813,-3.85684715921725,2.3853462695398693
1734501513064687507,22.40105903111592,-3.767396151081554,2.335453572743048
1734501513164583239,22.494021662181083,-4.21437406335351,1.6310592807049387
1734501513264495104,22.76028150562362,-3.5981457949816837,1.8451893018824057
1734501513364481513,22.88079467176486,-3.772676821687307,1.8341272547716299
1734501513464273025,22.96049527339895,-4.038669765765516,2.02032621756083
1734501513564184999,23.028873373099366,-4.532268513526538,1.7693397724887745
1734501513664095329,23.171196055156187,-4.523537971401036,1.7220271850284345
