timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1726038616.5506966,42302,38838,597,50.374431,5,1964,3040,1900,194,230,40,-94.92,-95.48,72127489,72106001,-1938061907,-2010189396,-838276997,-910382998,12
1726038617.1656363,42307,38839,542,50.374431,5,546,2404,2672,173,230,36,-95.42,-98.23,72127484,72106009,-1346145368,-1418272852,-246377349,-318483358,12
1726038617.941422,42313,38840,545,50.318149,5,1761,2758,2339,187,230,36,-95.08,-96.35,72127521,72106063,986366925,914239404,2086113403,2014007340,12
1726038618.2022865,42315,38841,654,50.35567,5,1347,2780,2434,171,230,44,-95.47,-96.6,72127275,72105788,454119639,381992364,1553859195,1481753407,12
1726038618.3450158,42316,38842,600,50.374431,5,631,2390,2898,187,230,40,-95.08,-98.25,72127173,72105697,-1817149839,-1889277012,-717413253,-789518950,12
1726038618.7534325,42320,38843,650,50.374431,5,2559,3002,1828,197,230,44,-94.85,-95.07,72127502,72106017,1332820410,1260692908,-1862422917,-1934528934,12
1726038619.0443916,42323,38844,602,50.393192,5,2108,2848,1902,179,230,40,-95.27,-95.82,72127361,72105876,-1550780115,-1622907476,-451064709,-523170585,12
1726038619.4007409,42326,38845,656,50.33691,5,2174,3061,1917,203,230,44,-94.72,-95.27,72127177,72105701,-242892171,-315019348,856813179,784707478,12
1726038620.3693292,42334,38846,591,50.33691,5,1974,2599,1635,150,230,40,-96.04,-96.57,72127508,72106033,1476718016,1404590508,-1718571397,-1790677430,12
1726038621.2059426,42342,38847,551,50.374431,5,1762,2839,2479,189,230,36,-95.03,-96.14,72127198,72105708,-891604342,-963731540,208049275,135943567,12
1726038621.5625825,42345,38848,596,50.393192,5,654,2408,3113,204,230,40,-94.7,-98.17,72127516,72106021,417263560,345136044,1516906619,1444800598,12
1726038623.172888,42359,38849,551,50.430717,5,1556,2465,1812,127,230,36,-96.76,-97.34,72127288,72105781,196835044,124707756,1296431227,1224325446,12
1726038623.3155005,42360,38850,655,50.374431,5,953,2740,3087,215,230,44,-94.48,-96.95,72127193,72105714,-2074486139,-2146613332,-974892933,-1046998647,12
1726038623.531233,42362,38851,550,50.33691,5,1062,2633,2586,185,230,36,-95.13,-97.22,72127523,72106051,1687986639,1615859116,-1507394949,-1579501000,12
1726038623.90146,42365,38852,595,50.35567,5,1977,2976,2058,195,230,40,-94.9,-95.63,72127233,72105750,-1297601363,-1369728596,-198025605,-270131355,12
1726038624.6646254,42371,38853,602,50.33691,5,1283,2780,2669,199,230,40,-94.81,-96.64,72127318,72105851,1036333314,964205996,2135887483,2063781632,12
1726038626.6579726,42389,38854,601,50.35567,5,592,2324,2998,195,230,40,-94.9,-98.5,72127436,72105959,-405801096,-477928532,693695611,621589652,12
1726038626.800687,42390,38855,656,50.318149,5,954,2816,2462,183,230,44,-95.17,-96.73,72127062,72105603,1616997890,1544870828,-1578475397,-1650581000,12
1726038626.9438496,42391,38856,605,50.299388,5,1564,2981,2380,187,230,40,-95.08,-95.92,72127515,72106048,-654557753,-726685268,444933243,372827195,12
1726038627.4353695,42397,38857,702,50.280624,5,2223,2833,1782,177,230,48,-95.32,-95.75,72127426,72105964,1985711982,1913584556,-1209781637,-1281887601,12
1726038627.6953676,42399,38858,539,50.374431,5,1753,2905,2306,197,230,36,-94.85,-95.97,72127086,72105607,1453334554,1381207468,-1742166405,-1814272012,12
1726038627.986863,42402,38859,654,50.299388,5,1597,2833,2354,180,230,44,-95.25,-96.28,72127336,72105877,-1430468332,-1502595668,-331010949,-403116826,12
1726038628.343603,42405,38860,600,50.33691,5,1069,2605,2645,183,230,40,-95.17,-97.3,72127246,72105777,-122104134,-194231380,977343099,905237322,12
1726038628.4863422,42406,38861,658,50.374431,5,837,2206,3059,189,230,44,-95.03,-98.79,72127317,72105823,1901569281,1829441964,-1293953925,-1366059748,12
1726038631.921297,42434,38862,536,50.393192,5,1222,2992,2494,184,230,36,-95.15,-96.1,72127153,72105654,865436253,793309100,1964782203,1892676549,12
1726038632.793089,42441,38863,600,50.33691,5,900,2595,3011,195,230,40,-94.9,-97.43,72127116,72105657,744978488,672851372,1844299899,1772194242,12
1726038632.9359293,42442,38864,602,50.318149,5,863,2504,2935,182,230,40,-95.2,-97.74,72127494,72106033,-1526463566,-1598591060,-427145093,-499251126,12
1726038634.4417655,42454,38865,599,50.318149,5,1468,3031,2629,198,230,40,-94.83,-95.85,72127127,72105672,-1341965757,-1414092884,-242689925,-314795597,12
1726038634.6362898,42456,38866,548,50.35567,5,1881,3048,2297,194,230,36,-94.92,-95.53,72127354,72105868,-1771834586,-1843961940,-672564613,-744670481,12
1726038634.779045,42457,38867,711,50.393192,5,1790,3057,2070,170,230,48,-95.49,-95.57,72127556,72106063,252006896,179879340,1351274107,1279168044,12
