%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1733129523642532396,14618,1733129523642077684,map,-2.725174278788679,-4.025038183663812,1.4328059396646882,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129523743197899,14619,1733129523742597818,map,-2.715652407191919,-4.04481808373329,1.4194044078725925,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129523842981944,14620,1733129523842565536,map,-2.688006554432467,-4.0710059883659735,1.4398538615786336,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129523943421161,14621,1733129523943154573,map,-2.6756138552285775,-4.075818106268224,1.461304929161306,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524041899827,14622,1733129524041378498,map,-2.675355086560496,-4.068884593000596,1.4432655130232825,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524142438237,14623,1733129524142053127,map,-2.662825635945266,-4.083963107061311,1.4039017220841754,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524242031951,14624,1733129524241532564,map,-2.649801690391236,-4.105577398814224,1.365543801447261,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524342167330,14625,1733129524341870784,map,-2.6370448186204016,-4.124445204616928,1.365447473081569,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524443458492,14626,1733129524442886114,map,-2.659076027789078,-4.1067018347296385,1.387755189697541,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524542699862,14627,1733129524542064189,map,-2.689293986954133,-4.079164725404519,1.4044937860326137,0.0,0.0,0.0,1.0,0,12.0,3.0,5.0
1733129524643888409,14628,1733129524643577337,map,-2.704939203425779,-4.0699573311226676,1.3843571843900537,0.0,0.0,0.0,1.0,0,12.0,3.0,5.0
1733129524742369757,14629,1733129524741997718,map,-2.6988388289716494,-4.073524956017607,1.3710969296334554,0.0,0.0,0.0,1.0,0,12.0,3.0,5.0
1733129524842653086,14630,1733129524842241764,map,-2.6702405658908734,-4.094927935466675,1.3411465066016688,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129524941769761,14631,1733129524941441297,map,-2.658849925398898,-4.089935282634344,1.3579431094747276,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129525042167780,14632,1733129525041606426,map,-2.653286129045697,-4.095495177980144,1.3345930951129266,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129525142793738,14633,1733129525142348766,map,-2.6411453989414886,-4.111583609893574,1.3236432707661143,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
1733129525243124595,14634,1733129525242583513,map,-2.612110845995813,-4.155411865880908,1.2844362259261388,0.0,0.0,0.0,1.0,0,12.0,3.0,9.0,5.0
