timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1726043483.6348948,88717,77476,540,38.25455,5.0,2661.0,4436.0,3146.0,359.0,230.0,36.0,-92.25,-92.31,72122056.0,72105610.0,1961937524.0,1889815468.0,-1722818437.0,-1794924047.0,12.0
1726043483.7775228,88718,77477,483,38.217029,5.0,2821.0,5416.0,4742.0,596.0,230.0,32.0,-90.05,-90.74,72122362.0,72105939.0,-311065178.0,-383187540.0,299131003.0,227025064.0,12.0
1726043483.9206522,88719,77478,541,38.217029,5.0,3233.0,3589.0,2085.0,256.0,230.0,36.0,-93.72,-93.39,72122151.0,72105709.0,1710751443.0,1638629292.0,-1974034821.0,-2046140530.0,12.0
1726043484.063229,88720,77479,540,38.273311,5.0,3051.0,3669.0,2189.0,246.0,230.0,36.0,-93.89,-93.38,72122206.0,72105755.0,-562079478.0,-634201684.0,48086139.0,-24019616.0,12.0
1726043484.2063248,88721,77480,542,38.25455,5.0,2355.0,5073.0,4804.0,529.0,230.0,36.0,-90.56,-91.41,72122274.0,72105827.0,1459901774.0,1387779500.0,2070051963.0,1997946136.0,12.0
1726043484.348932,88722,77481,484,38.217029,5.0,2710.0,5415.0,5105.0,606.0,230.0,32.0,-89.97,-90.78,72122164.0,72105733.0,-813259552.0,-885381716.0,-203124613.0,-275230346.0,12.0
1726043484.492246,88723,77482,543,38.25455,5.0,3067.0,5023.0,4877.0,578.0,230.0,36.0,-90.18,-91.2,72122481.0,72106041.0,1208602141.0,1136479660.0,1818721915.0,1746615874.0,12.0
1726043484.6346576,88724,77483,534,38.23579,5.0,2524.0,5310.0,5063.0,591.0,230.0,36.0,-90.08,-91.0,72122293.0,72105867.0,-1064517791.0,-1136640084.0,-454413189.0,-526519056.0,12.0
1726043484.7775486,88725,77484,482,38.217029,5.0,2988.0,5542.0,4551.0,581.0,230.0,32.0,-90.16,-90.5,72122366.0,72105940.0,957604778.0,885482412.0,1567693947.0,1495588007.0,12.0
1726043484.920817,88726,77485,537,38.273311,5.0,4274.0,5277.0,3483.0,544.0,230.0,36.0,-90.44,-90.28,72122460.0,72106013.0,-1315414008.0,-1387536468.0,-705340293.0,-777446306.0,12.0
