timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1726024201.921597,16095,15605,830.0,18.217346,5.0,6720.0,13531.0,10794.0,3652.0,230.0,36.0,-82.17,-82.83,72113561.0,72105757.0,365738309.0,293624748.0,472160891.0,400055134.0,12.0
1726024202.0594082,16096,15606,733.0,18.254869,5.0,10250.0,13105.0,10038.0,3608.0,230.0,32.0,-82.23,-82.46,72113694.0,72105883.0,-1900797494.0,-1972911188.0,-1794381189.0,-1866487072.0,12.0
1726024202.2024505,16097,15607,540.0,18.217346,5.0,12609.0,11731.0,6732.0,3671.0,230.0,24.0,-82.15,-82.6,72113791.0,72105989.0,127776811.0,55663020.0,234186875.0,162080886.0,12.0
1726024202.3452046,16098,15608,952.0,18.217346,5.0,8149.0,14010.0,10695.0,3604.0,230.0,40.0,-82.23,-82.36,72113874.0,72106072.0,-2138611074.0,2084242348.0,-2032207237.0,-2104313309.0,12.0
1726024202.4880164,16099,15609,791.0,18.311153,5.0,6394.0,12735.0,12079.0,3696.0,230.0,36.0,-82.12,-83.35,72113628.0,72105786.0,-110094456.0,-182208084.0,-3697029.0,-75802815.0,12.0
1726024202.6307216,16100,15610,648.0,18.273630,5.0,12344.0,13513.0,7770.0,3969.0,230.0,28.0,-81.81,-81.83,72113879.0,72106051.0,1918341763.0,1846227884.0,2024732795.0,1952626744.0,12.0
1726024202.7739985,16101,15611,756.0,18.254869,5.0,9419.0,12275.0,8617.0,3005.0,230.0,36.0,-83.02,-83.06,72113518.0,72105704.0,-348260582.0,-420374100.0,-241875845.0,-313981549.0,12.0
1726024202.9164777,16102,15612,830.0,18.292392,5.0,4669.0,12146.0,13051.0,3575.0,230.0,36.0,-82.27,-83.97,72113633.0,72105801.0,1679966605.0,1607852972.0,1786345083.0,1714239282.0,12.0
1726024203.059617,16103,15613,737.0,18.254869,5.0,10644.0,13510.0,8608.0,3813.0,230.0,32.0,-81.99,-82.18,72113672.0,72105858.0,-586902604.0,-659016276.0,-480530309.0,-552636167.0,12.0
1726024203.2024338,16104,15614,862.0,18.273630,5.0,10481.0,13980.0,10411.0,4132.0,230.0,36.0,-81.64,-81.98,72113905.0,72106073.0,1442153629.0,1370039724.0,1548519547.0,1476413474.0,12.0
1726024203.3450434,16105,15615,867.0,18.236106,5.0,11265.0,13886.0,9794.0,4069.0,230.0,36.0,-81.7,-81.88,72113654.0,72105838.0,-825369694.0,-897483348.0,-719010181.0,-791116019.0,12.0
1726024203.4883363,16106,15616,619.0,18.254869,5.0,6292.0,12551.0,12845.0,3787.0,230.0,28.0,-82.02,-83.48,72113810.0,72105992.0,1202698814.0,1130585004.0,1309052027.0,1236946035.0,12.0
