%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1730020288340985218,32218,1730020288340649843,map,-0.05378064645754512,-4.222240924181686,1.4809650585629484,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288441762384,32219,1730020288441083192,map,-0.00851593834506971,-4.232022948296096,1.3234054992153441,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288539563082,32220,1730020288539290666,map,-0.027971519539074806,-4.239053832794676,1.3247942338701095,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288640345002,32221,1730020288639559268,map,-0.03657596994879538,-4.243305703068498,1.2715939619001624,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288740719994,32222,1730020288740449905,map,-0.04601608060091995,-4.242009331855234,1.2107096383063154,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288840184837,32223,1730020288839754819,map,-0.05093883835574509,-4.240288197096669,1.1633733891853593,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020288940445492,32224,1730020288940074682,map,-0.05235799686296277,-4.238991733251294,1.1487578789839892,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289039593887,32225,1730020289039285898,map,-0.053709866800476826,-4.243618904181114,1.1584680143409094,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289140642545,32226,1730020289140316247,map,-0.04367948405592822,-4.24662795478813,1.1821170637718752,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289240419030,32227,1730020289240131616,map,-0.040169892083850765,-4.251296892066882,1.2166654793669285,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289339801139,32228,1730020289339543819,map,-0.033290966736435015,-4.248788798645474,1.244905093417669,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289440235807,32229,1730020289440064668,map,-0.03448810005736474,-4.245368584702669,1.257675885387882,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289540668546,32230,1730020289540165662,map,-0.02795213485396628,-4.242084086250709,1.2618521187283305,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289639756923,32231,1730020289639010190,map,-0.021714383003680785,-4.24287424707933,1.264035993544953,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289741437703,32232,1730020289740772247,map,-0.01230638357633075,-4.24321125491943,1.3050976884963206,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289839776209,32233,1730020289839414596,map,-0.009701821604630161,-4.2391647791192995,1.3332963781998928,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020289940556213,32234,1730020289940142869,map,-0.00418148375578196,-4.232290408470992,1.3331947033150828,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290040124904,32235,1730020290039860963,map,-0.004656862552378642,-4.226586615305285,1.259341755315478,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290140097957,32236,1730020290139510631,map,-0.015452846339996626,-4.2285811748987445,1.1786774755703637,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290240981874,32237,1730020290240458488,map,-0.021650066580368034,-4.23433059127356,1.15858804444457,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290339826930,32238,1730020290339447021,map,-0.03065759631695868,-4.2403989539694855,1.1987680513118708,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290441676965,32239,1730020290440899610,map,-0.011824525688532197,-4.232648510298037,1.258755529253138,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290540492111,32240,1730020290539965867,map,-0.005113320643432772,-4.220560913383337,1.281091413102833,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290640028001,32241,1730020290639747142,map,0.008580723559949162,-4.213191405007286,1.3114694498441932,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290740143500,32242,1730020290739862203,map,0.007220228769475124,-4.2155569495967,1.3485033934874011,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290841121174,32243,1730020290840598583,map,0.009354877201321127,-4.218482390672657,1.3672714222701101,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020290939466115,32244,1730020290939167976,map,0.009973165960899645,-4.2175226925513805,1.3729852719921598,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291039886603,32245,1730020291039345502,map,0.01575157837055981,-4.215643997735601,1.3631152122563759,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291140522223,32246,1730020291140205383,map,0.020091989012286548,-4.219631442230538,1.36206062558625,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291242292653,32247,1730020291241535186,map,0.025254686527676096,-4.2162305318736335,1.3042739791284286,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291342016222,32248,1730020291341236829,map,0.020939976294844134,-4.211219267769651,1.2411556379304929,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291440819574,32249,1730020291440285682,map,0.024627015271836118,-4.198083728609429,1.173006999502969,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291540588215,32250,1730020291540242195,map,0.022154392101551235,-4.198390851622038,1.1810057431073544,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291640963598,32251,1730020291640680074,map,0.014618940530043204,-4.200544416852941,1.2115179098019278,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291741915754,32252,1730020291741205692,map,0.002814241190097711,-4.208902656403447,1.287150742373966,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020291841024275,32253,1730020291840635538,map,0.16758569146308425,-4.120358253904466,1.5014477194197262,0.0,0.0,0.0,1.0,0,5.0,9.0,12.0
1730020291942081485,32254,1730020291941740512,map,0.17325244892067126,-4.116921744784452,1.5516564499888243,0.0,0.0,0.0,1.0,0,5.0,9.0,12.0
1730020292041762838,32255,1730020292041455268,map,-0.016667375748316837,-4.217270178424142,1.3719989486256143,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020292142148341,32256,1730020292141510725,map,-0.014277272939123321,-4.217373630118228,1.3641428987579767,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
1730020292242100714,32257,1730020292241791248,map,-0.03457570041285963,-4.23383786085798,1.3267044933937764,0.0,0.0,0.0,1.0,0,3.0,5.0,9.0,12.0
