timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1723722833.429046,89265,83555,643,52.325622,5.0,2069.0,10937,11487.0,2584,230.0,32.0,-83.68,-85.11,72128034.0,72105688.0,-1288726578.0,-1360854612.0,-1555965317.0,-1628071005.0,12.0
1723722833.5717154,89266,83556,760,52.325622,5.0,7703.0,12420,9869.0,2758,230.0,36.0,-83.39,-83.32,72128047.0,72105701.0,733675995.0,661547948.0,466431611.0,394325910.0,12.0
1723722833.7147655,89267,83557,716,52.306858,5.0,1741.0,10957,11668.0,2663,230.0,36.0,-83.55,-85.12,72128024.0,72105679.0,-1538620988.0,-1610749012.0,-1805870981.0,-1877976660.0,12.0
1723722833.8573382,89268,83558,646,52.306858,5.0,2038.0,11028,11687.0,2669,230.0,32.0,-83.54,-85.04,72128280.0,72105940.0,483664068.0,411535788.0,216408187.0,144302247.0,12.0
1723722834.0004914,89269,83559,791,52.288097,5.0,7890.0,12490,8835.0,2669,230.0,36.0,-83.54,-83.24,72128044.0,72105716.0,-1789073448.0,-1861201492.0,-2056335237.0,-2128440953.0,12.0
1723722834.1430876,89270,83560,677,52.306858,5.0,961.0,10320,11959.0,2640,230.0,32.0,-83.58,-85.67,72128139.0,72105789.0,233524279.0,161396140.0,-33743237.0,-105849026.0,12.0
1723722834.2861052,89271,83561,646,52.325622,5.0,8524.0,11404,7140.0,2291,230.0,32.0,-84.2,-83.75,72128146.0,72105796.0,-2039045058.0,-2111173204.0,1988649083.0,1916543287.0,12.0
1723722834.4288228,89272,83562,639,52.325622,5.0,3625.0,11245,10673.0,2483,230.0,32.0,-83.85,-84.73,72128110.0,72105767.0,-16684006.0,-88812116.0,-283962757.0,-356068524.0,12.0
1723722834.571802,89273,83563,796,52.288097,5.0,6619.0,11290,8470.0,2235,230.0,40.0,-84.31,-84.22,72128374.0,72106041.0,2005555490.0,1933427116.0,1738270843.0,1666164802.0,12.0
1723722834.7145128,89274,83564,719,52.306858,5.0,7891.0,11094,6956.0,2083,230.0,36.0,-84.61,-84.08,72128200.0,72105855.0,-267445644.0,-339573844.0,-534736261.0,-606842116.0,12.0
1723722834.8573558,89275,83565,834,52.325622,5.0,1531.0,10623,11813.0,2654,230.0,40.0,-83.56,-85.39,72128285.0,72105936.0,1754952393.0,1682824108.0,1487656059.0,1415550123.0,12.0
1723722835.000347,89276,83566,793,52.306858,5.0,3844.0,11724,10749.0,2568,230.0,40.0,-83.7,-84.36,72128226.0,72105889.0,-517706610.0,-589834836.0,-785008517.0,-857114406.0,12.0
1723722835.1430783,89277,83567,794,52.306858,5.0,1852.0,10432,11183.0,2424,230.0,40.0,-83.95,-85.53,72128206.0,72105861.0,1504762490.0,1432634284.0,1237454971.0,1165349110.0,12.0
1723722835.2861578,89278,83568,609,52.325622,5.0,1584.0,9882,11029.0,2270,230.0,32.0,-84.24,-86.01,72128023.0,72105674.0,-767745085.0,-839873108.0,-1035058565.0,-1107164239.0,12.0
1723722835.4287417,89279,83569,870,52.288097,5.0,5576.0,12494,10289.0,2763,230.0,40.0,-83.39,-83.62,72128362.0,72106024.0,1254664982.0,1182536620.0,987345531.0,915239507.0,12.0
1723722835.5719314,89280,83570,753,52.288097,5.0,3478.0,10993,9830.0,2241,230.0,40.0,-84.3,-84.93,72128416.0,72106079.0,-1017995444.0,-1090123860.0,-1285320581.0,-1357426660.0,12.0
1723722835.7145004,89281,83571,874,52.288097,5.0,7172.0,12645,9429.0,2736,230.0,40.0,-83.43,-83.28,72128367.0,72106034.0,1004330267.0,932201900.0,736999547.0,664893513.0,12.0
1723722835.8576086,89282,83572,641,52.288097,5.0,7414.0,11700,8258.0,2357,230.0,32.0,-84.08,-83.81,72128365.0,72106031.0,-1268142311.0,-1340270676.0,-1535478661.0,-1607584692.0,12.0
1723722836.0004988,89283,83573,646,52.306858,5.0,1660.0,11122,11767.0,2702,230.0,32.0,-83.48,-84.99,72128216.0,72105871.0,754381956.0,682253740.0,487039611.0,414933740.0,12.0
1723722836.1431663,89284,83574,681,52.288097,5.0,3447.0,10791,10334.0,2296,230.0,36.0,-84.19,-85.09,72128047.0,72105708.0,-1518300197.0,-1590428244.0,-1785648517.0,-1857754225.0,12.0
1723722836.2861323,89285,83575,876,52.325622,5.0,8693.0,12702,8335.0,2774,230.0,40.0,-83.37,-82.97,72128060.0,72105716.0,504254440.0,432126380.0,236900475.0,164794759.0,12.0
1723722836.4291823,89286,83576,719,52.344383,5.0,1550.0,10713,11672.0,2638,230.0,36.0,-83.59,-85.32,72128031.0,72105676.0,-1768420917.0,-1840548948.0,-2035780485.0,-2107886161.0,12.0
1723722836.5718987,89287,83577,720,52.306858,5.0,1267.0,10219,11657.0,2519,230.0,36.0,-83.79,-85.74,72128084.0,72105742.0,253865472.0,181737388.0,-13499781.0,-85605523.0,12.0
1723722836.714871,89288,83578,842,52.269336,5.0,9320.0,12057,8315.0,2618,230.0,40.0,-83.62,-83.2,72128431.0,72106102.0,-2018517157.0,-2090645588.0,2009078907.0,1936972805.0,12.0
1723722836.8574898,89289,83579,643,52.344383,5.0,2291.0,11144,11300.0,2578,230.0,32.0,-83.69,-84.93,72128226.0,72105874.0,4018830.0,-68109396.0,-263358341.0,-335464215.0,12.0
1723722837.000516,89290,83580,837,52.288097,5.0,5989.0,12411,9867.0,2647,230.0,40.0,-83.57,-83.61,72128230.0,72105904.0,2026730642.0,1954602412.0,1759347835.0,1687241931.0,12.0
1723722837.14325,89291,83581,792,52.325622,5.0,3344.0,11155,10489.0,2380,230.0,40.0,-84.03,-84.82,72128230.0,72105881.0,-245542766.0,-317670996.0,-512931205.0,-585037086.0,12.0
1723722837.286131,89292,83582,645,52.269336,5.0,4438.0,10266,9238.0,2014,230.0,36.0,-84.76,-85.35,72128290.0,72105969.0,1776934606.0,1704806316.0,1509540475.0,1437434506.0,12.0
1723722837.4291914,89293,83583,670,52.288097,5.0,8503.0,12049,7997.0,2534,230.0,32.0,-83.76,-83.38,72128123.0,72105787.0,-495977433.0,-568105556.0,-763377541.0,-835483328.0,12.0
1723722837.5718205,89294,83584,645,52.344383,5.0,1389.0,10746,11564.0,2588,230.0,32.0,-83.67,-85.3,72128407.0,72106047.0,1526478147.0,1454349740.0,1259072123.0,1186966076.0,12.0
1723722837.7645662,89309,83599,646,52.306858,5.0,3990.0,10291,8801.0,1852,230.0,36.0,-85.12,-85.4,72128032.0,72105685.0,1797446092.0,1725318060.0,1529953403.0,1457847718.0,12.0
1723722837.9073513,89310,83600,609,52.306858,5.0,1938.0,9297,9651.0,1814,230.0,36.0,-85.21,-86.5,72128145.0,72105798.0,-475192771.0,-547320916.0,-742691205.0,-814797003.0,12.0
