timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1723720445.1587994,66478,63998,863,16.191112,5,12978,14116.0,11229.0,4833.0,230.0,36.0,-80.96,-81.44,72112619.0,72105664.0,849022871.0,776910252.0,690130043.0,618024379.0,12.0
1723720445.3051455,66479,63999,985,16.209873,5,13747,14498.0,11230.0,5455.0,230.0,40.0,-80.43,-81.13,72112957.0,72106003.0,-1423203607.0,-1495316564.0,-1582101381.0,-1654207384.0,12.0
1723720445.4655955,66480,64000,995,16.191112,5,13737,14312.0,11462.0,5113.0,230.0,40.0,-80.71,-81.2,72112800.0,72105846.0,599583308.0,527470508.0,440680571.0,368574725.0,12.0
1723720445.6084063,66481,64001,1081,16.172349,5,14301,14344.0,12312.0,5675.0,230.0,44.0,-80.26,-81.08,72112679.0,72105739.0,-1672784941.0,-1744897620.0,-1831692677.0,-1903798416.0,12.0
1723720445.7515247,66482,64002,1037,16.172349,5,15041,15196.0,11015.0,5602.0,230.0,40.0,-80.32,-80.6,72112563.0,72105613.0,349785439.0,277672876.0,190872699.0,118767086.0,12.0
1723720445.8941202,66483,64003,1034,16.247396,5,14264,14961.0,9402.0,5283.0,230.0,40.0,-80.57,-80.84,72112911.0,72105940.0,-1922243909.0,-1994356820.0,-2081161605.0,2141699751.0,12.0
1723720446.0374644,66484,64004,828,16.209873,5,10566,15004.0,13759.0,5420.0,230.0,32.0,-80.46,-81.48,72112719.0,72105764.0,100377595.0,28264876.0,-58545029.0,-130650793.0,12.0
1723720446.1798973,66485,64005,1030,16.209873,5,13956,14883.0,11597.0,5526.0,230.0,40.0,-80.38,-80.93,72112558.0,72105604.0,2122802010.0,2050689452.0,1963874427.0,1891768823.0,12.0
1723720446.322922,66486,64006,998,16.247396,5,14596,14647.0,10153.0,5166.0,230.0,40.0,-80.67,-80.9,72112959.0,72105988.0,-149608725.0,-221721684.0,-308541317.0,-380647305.0,12.0
1723720446.4656246,66487,64007,990,16.228633,5,14071,14372.0,10864.0,5275.0,230.0,40.0,-80.58,-81.11,72112824.0,72105860.0,1872997476.0,1800884652.0,1714059899.0,1641954039.0,12.0
1723720446.608763,66488,64008,1125,16.209873,5,9984,15291.0,13389.0,5239.0,230.0,44.0,-80.61,-81.44,72112656.0,72105698.0,-399340100.0,-471452756.0,-558282629.0,-630388327.0,12.0
