%time,field.pose_stamped.header.seq,field.pose_stamped.header.stamp,field.pose_stamped.header.frame_id,field.pose_stamped.pose.position.x,field.pose_stamped.pose.position.y,field.pose_stamped.pose.position.z,field.pose_stamped.pose.orientation.x,field.pose_stamped.pose.orientation.y,field.pose_stamped.pose.orientation.z,field.pose_stamped.pose.orientation.w,field.anchor_array.layout.data_offset,field.anchor_array.data0,field.anchor_array.data1,field.anchor_array.data2,field.anchor_array.data3
1733037975727773822,18558,1733037975727544069,map,1.7893754759388178,-4.25700344733544,1.1372223207881247,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037975828309031,18559,1733037975827864408,map,1.8744559514938652,-4.266001024819764,1.1176190277965754,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037975927617591,18560,1733037975927112817,map,1.9306777099491153,-4.27592874367443,1.1715289220309335,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976028086502,18561,1733037976027690172,map,1.9984287000994914,-4.278576255823998,1.2087799447333756,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976127781603,18562,1733037976127432823,map,2.1087560506281484,-4.274540274076854,1.2276332608976896,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976228589145,18563,1733037976228239774,map,2.261982739578618,-4.257827102249218,1.1869133634405171,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976327916630,18564,1733037976327255487,map,2.4086904353013834,-4.248762570319167,1.147479806366003,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976428951336,18565,1733037976428341150,map,2.553213781705793,-4.235276292354994,1.1137769143820722,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976527856610,18566,1733037976527353763,map,2.7023379737040534,-4.218310311513742,1.0980644608496797,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976628471222,18567,1733037976627737998,map,2.824567248712376,-4.206801615495727,1.060208651345122,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976730123313,18568,1733037976729339122,map,2.9441372344243923,-4.194507357273503,1.0214110245361114,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976830343487,18569,1733037976829626321,map,3.044961856763466,-4.194839703889484,1.0186495755071516,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
1733037976930268134,18570,1733037976929772853,map,3.1759017357829067,-4.177060106034842,1.0754740822200382,0.0,0.0,0.0,1.0,0,9.0,5.0,12.0,3.0
