timestamp,x,y,z,heading_degrees
1.7300414003747722e+18,-2.5775,-4.23,0.0,0.0
1.7300414004997722e+18,-2.577500022521839,-4.230091285705341,0.0,-0.028271815449444335
1.730041400624772e+18,-2.5691460565826327,-4.227322984304952,-0.001,-0.062097301803450036
1.7300414007497723e+18,-2.5775002686388917,-4.230315271815522,-0.00700000000001,-0.09764190903931229
1.7300414008747722e+18,-2.57750047981289,-4.230421343730314,-0.009,-0.13049318022719442
1.7300414009997722e+18,-2.5775007473005953,-4.23052583330222,-0.004,-0.16285442979305148
1.730041401124772e+18,-2.577501094181243,-4.2306362749897986,-0.002,-0.19705915350263953
1.7300414012497723e+18,-2.57750154073038,-4.230755028387972,-0.002,-0.2338381629041395
1.7300414013747722e+18,-2.569148025736338,-4.227999284291783,0.003,-0.2715530896927278
1.7300414014997722e+18,-2.5775027101459456,-4.231001372385705,-0.006,-0.31013346805999176
1.730041401624772e+18,-2.5691492950692227,-4.228235328810354,-0.004,-0.3446587716048051
1.7300414017497723e+18,-2.5775040840310854,-4.231229257833935,0.0,-0.3807124545898288
1.7300414018747722e+18,-2.56915092391503,-4.228479348566954,0.000999999999998,-0.42023506706031594
1.7300414019997722e+18,-2.5775056512989285,-4.2314460112953505,-0.001,-0.44784425939173655
1.7300414021247724e+18,-2.569152319938536,-4.22865792960403,-0.006,-0.4755445414214947
1.7300414022497723e+18,-2.5775072099291334,-4.231633285583161,-0.001,-0.5058464127753949
1.7300414023747722e+18,-2.5691540206835604,-4.228850732564814,0.000999999999998,-0.5352592777087183
1.7300414024997722e+18,-2.5775089345413535,-4.231818158539506,-0.003,-0.5631053396434484
1.7300414026247724e+18,-2.569155680975672,-4.229020145869682,0.004,-0.5877302713732535
1.7300414027497723e+18,-2.577510612162049,-4.23198151137771,-0.001,-0.6136995129790143
1.7300414028747722e+18,-2.5775116027182743,-4.232071924501134,0.007,-0.6417027633903462
1.7300414029997722e+18,-2.5775129588895043,-4.232189662344657,-0.01,-0.6781694073623981
1.7300414031247724e+18,-2.581128431173963,-4.221784275123621,-0.003,-0.705430632056673
1.7300414032497723e+18,-2.577515214264635,-4.232372561156423,-0.011,-0.7348187432201462
1.7300414033747722e+18,-2.569162826337975,-4.229621425926788,-0.008,-0.7739640941991015
1.7300414034997722e+18,-2.5691649646063777,-4.229774990806535,0.007,-0.8215288112555191
1.7300414036247724e+18,-2.5571984530040544,-4.237523536759345,0.011,-0.8626196033084608
1.7300414037497723e+18,-2.5608152877797896,-4.227186805338949,0.019,-0.9111476841352641
1.7300414038747722e+18,-2.5608165957733995,-4.227267930232615,0.011,-0.9362758904887315
1.7300414039997722e+18,-2.5691721346180234,-4.230235098610116,0.007,-0.9640447181393392
1.7300414041247724e+18,-2.5691732976711807,-4.2303034644605395,-0.004,-0.9852211586963187
1.7300414042497723e+18,-2.5775287052044504,-4.233258849744586,0.007,-1.009340509768515
1.7300414043747722e+18,-2.5691757764226653,-4.230444476193872,0.007,-1.028900215648631
1.7300414044997724e+18,-2.569176683915118,-4.230494627097712,0.019,-1.0444348401587982
1.7300414046247724e+18,-2.5727925595884726,-4.220080696806141,0.007,-1.0690525457354003
1.7300414047497723e+18,-2.5691789383424295,-4.230616098569226,0.003,-1.0820618743023362
1.7300414048747722e+18,-2.569179940233555,-4.2306687461222205,0.006,-1.0983701378364237
1.7300414049997724e+18,-2.5572125804466297,-4.238341633402577,0.004,-1.116027774018677
1.7300414051247724e+18,-2.557213575058342,-4.238392332528074,0.0,-1.1317326651281516
1.7300414052497723e+18,-2.5691829405086124,-4.230821924888639,-0.002,-1.1458197617727046
1.7300414053747722e+18,-2.5739260542491365,-4.24436250838738,-0.014,-1.198375934907371
1.7300414054997724e+18,-2.565575187152158,-4.241634344173788,-0.012,-1.2446429606941958
1.7300414056247724e+18,-2.5691936808968507,-4.23132473261702,-0.011,-1.3015783637572664
1.7300414057497723e+18,-2.5739366983225134,-4.244841656600212,-0.01,-1.3468081029898127
1.7300414058747722e+18,-2.577554146669698,-4.234475638046832,-0.011,-1.3862713073410222
1.7300414059997724e+18,-2.5692055924718065,-4.231819812397413,-0.011,-1.4549524149035487
1.7300414061247724e+18,-2.577563605720798,-4.234850780453445,-0.003,-1.5024924527691488
1.7300414062497723e+18,-2.573953454785826,-4.2455039127368766,0.002,-1.551979161749481
1.7300414063747725e+18,-2.5692168558305335,-4.232244091532509,-0.00700000000001,-1.58640092071864
1.7300414064997724e+18,-2.5775731836327394,-4.235203132543898,0.003,-1.611658657988616
1.7300414066247724e+18,-2.5775751167509404,-4.23527139026459,-0.004,-1.6328070224520117
1.7300414067497723e+18,-2.5775761281031424,-4.235306750670096,-0.01,-1.643762862984268
1.7300414068747725e+18,-2.5775768562821177,-4.235332065031061,-0.009,-1.6516061386136247
1.7300414069997724e+18,-2.577577343536661,-4.235348936954375,0.003,-1.6568336685570417
1.7300414071247724e+18,-2.5692235541516832,-4.232480491678609,0.003,-1.659645070440413
1.7300414072497723e+18,-2.5775776375613835,-4.235359092285168,0.0,-1.6599801627052018
1.7300414073747725e+18,-2.569224213276043,-4.232503192077726,0.003,-1.6666785040468555
1.7300414074997724e+18,-2.577578478662032,-4.235388037309765,-0.001,-1.6689484210256063
1.7300414076247724e+18,-2.5692242103335374,-4.23250309095015,-0.005,-1.666647170881887
1.7300414077497723e+18,-2.5692241784671723,-4.232501995649822,0.002,-1.6663078052589035
1.7300414078747725e+18,-2.5692245240865415,-4.232513863275126,0.0,-1.6699848492323468
1.7300414079997724e+18,-2.577577787994799,-4.235364280669716,-0.01,-1.6615877165675594
1.7300414081247724e+18,-2.569223969706852,-4.2324948146800505,-0.004,-1.6640828696571397
1.7300414082497723e+18,-2.577577416912335,-4.235351473085573,-0.005,-1.6576194546018062
1.7300414083747725e+18,-2.577576553730777,-4.235321561792721,-0.002,-1.648351863764232
1.7300414084997724e+18,-2.569222016688034,-4.2324271631923285,0.0,-1.6431220068663632
1.7300414086247724e+18,-2.577575237498557,-4.23527562449241,0.0,-1.634118925201435
1.7300414087497725e+18,-2.5775753603941647,-4.235279930553693,-0.004,-1.6354530851941569
