timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1726030960.6821077,17888,16964.0,534.0,54.370616,5.0,3521.0,6964.0,5646.0,892.0,230.0,36.0,-88.3,-88.58,72128959.0,72105685.0,-556576917.0,-628705876.0,-317830533.0,-389936218.0,12.0
1726030960.8250556,17889,16965.0,543.0,54.389377,5.0,3934.0,7759.0,6116.0,1064.0,230.0,36.0,-87.53,-87.64,72129085.0,72105812.0,1470589417.0,1398460332.0,1709323899.0,1637218087.0,12.0
1726030960.9680707,17890,16966.0,538.0,54.389377,5.0,3753.0,7208.0,5581.0,902.0,230.0,36.0,-88.25,-88.26,72129224.0,72105941.0,-796929420.0,-869058644.0,-558206853.0,-630312794.0,12.0
1726030961.110579,17891,16967.0,537.0,54.389377,5.0,2529.0,6830.0,6283.0,883.0,230.0,36.0,-88.34,-88.99,72128879.0,72105601.0,1231012635.0,1158883756.0,1469723259.0,1397617658.0,12.0
1726030961.253592,17892,16968.0,540.0,54.389377,5.0,2511.0,6714.0,6375.0,849.0,230.0,36.0,-88.51,-89.13,72129142.0,72105857.0,-1036187614.0,-1108316756.0,-797489029.0,-869594886.0,12.0
1726030961.3962417,17893,16969.0,544.0,54.408138,5.0,659.0,6031.0,7280.0,977.0,230.0,36.0,-87.9,-90.33,72129380.0,72106090.0,991541008.0,919411628.0,1230227579.0,1158121489.0,12.0
1726030961.5394886,17894,16970.0,430.0,54.370616,5.0,3639.0,7877.0,6731.0,1106.0,230.0,28.0,-87.36,-87.6,72129017.0,72105741.0,-1275858011.0,-1347987028.0,-1037183365.0,-1109289106.0,12.0
1726030961.6820228,17895,16971.0,479.0,54.408138,5.0,4071.0,7205.0,5603.0,911.0,230.0,32.0,-88.2,-88.17,72129164.0,72105878.0,751902776.0,679773612.0,990565499.0,918459621.0,12.0
1726030961.824972,17896,16972.0,544.0,54.333095,5.0,1665.0,6169.0,6244.0,797.0,230.0,36.0,-88.78,-90.0,72129312.0,72106053.0,-1515506996.0,-1587636308.0,-1276856197.0,-1348962250.0,12.0
1726030961.968026,17897,16973.0,547.0,54.370616,5.0,1749.0,7408.0,7517.0,1150.0,230.0,36.0,-87.19,-88.45,72129059.0,72105783.0,511969231.0,439840172.0,750607995.0,678502212.0,12.0
