timestamp,Transmission #,Reception #,maxNoise,Distance,Channel,FirstPathAmp1,FirstPathAmp2,FirstPathAmp3,Max Growth CIR,Rx Preamble Count,Standard Noise,RSSI(dBm),RSSI_fp(dBm),rtd_init,rtd_resp,resp_rx_ts,poll_tx_ts,resp_tx_ts,poll_rx_ts,anchor_id
1723716679.8879578,28596,26596,832,22.213529,5.0,11368.0,14920.0,11966.0,4520.0,230.0,32.0,-81.25,-81.38,72115104.0,72105599.0,-893671604.0,-965786708.0,-884782469.0,-956888068.0,12.0
1723716680.0304,28597,26597,890,22.213529,5.0,14062.0,14385.0,9639.0,4599.0,230.0,36.0,-81.17,-81.11,72115569.0,72106066.0,1128657693.0,1056542124.0,1137543291.0,1065437225.0,12.0
1723716680.1735682,28598,26598,928,22.251052,5.0,13872.0,15054.0,9104.0,4603.0,230.0,36.0,-81.17,-80.87,72115539.0,72106020.0,-1143701249.0,-1215816788.0,-1134819205.0,-1206925225.0,12.0
1723716680.316228,28599,26599,855,22.232292,5.0,13474.0,13716.0,8108.0,4372.0,230.0,36.0,-81.39,-81.51,72115468.0,72105958.0,878703800.0,806588332.0,887582331.0,815476373.0,12.0
1723716680.4591606,28600,26600,632,22.213529,5.0,12467.0,14888.0,11686.0,4855.0,230.0,24.0,-80.94,-81.2,72115364.0,72105859.0,-1393857968.0,-1465973332.0,-1384982917.0,-1457088776.0,12.0
1723716680.6018238,28601,26601,830,22.232292,5.0,5842.0,14800.0,14715.0,4969.0,230.0,32.0,-80.84,-82.23,72115278.0,72105771.0,628537850.0,556422572.0,637409403.0,565303632.0,12.0
1723716680.7451382,28602,26602,829,22.232292,5.0,7634.0,15164.0,14646.0,5142.0,230.0,32.0,-80.69,-81.83,72115224.0,72105715.0,-1644233276.0,-1716348500.0,-1635365253.0,-1707470968.0,12.0
1723716680.8875546,28603,26603,802,22.232292,5.0,11564.0,14454.0,11335.0,4242.0,230.0,32.0,-81.52,-81.56,72115171.0,72105659.0,377990031.0,305874860.0,386854523.0,314748864.0,12.0
1723716681.0304298,28604,26604,894,22.213529,5.0,11988.0,14522.0,12277.0,4904.0,230.0,36.0,-80.89,-81.45,72115100.0,72105598.0,-1894538936.0,-1966654036.0,-1885677957.0,-1957783555.0,12.0
1723716681.1736245,28605,26605,861,22.269813,5.0,3939.0,13228.0,14071.0,4083.0,230.0,36.0,-81.69,-83.35,72115550.0,72106023.0,128100618.0,55985068.0,136958075.0,64852052.0,12.0
1723716681.3162427,28606,26606,770,22.213529,5.0,12550.0,14209.0,9687.0,4182.0,230.0,32.0,-81.59,-81.48,72115448.0,72105945.0,-2144245084.0,2078606764.0,-2135391109.0,2087470242.0,12.0
1723716681.4594822,28607,26607,937,22.232292,5.0,14275.0,14784.0,9153.0,4831.0,230.0,36.0,-80.96,-80.91,72115400.0,72105891.0,-121484684.0,-193600084.0,-112634245.0,-184740136.0,12.0
1723716681.601822,28608,26608,802,22.232292,5.0,4630.0,13668.0,14527.0,4672.0,230.0,32.0,-81.1,-83.01,72115355.0,72105836.0,1901072455.0,1828957100.0,1909919355.0,1837813519.0,12.0
1723716681.7448752,28609,26609,799,22.213529,5.0,9223.0,14561.0,12667.0,4677.0,230.0,32.0,-81.1,-81.91,72115287.0,72105784.0,-371382269.0,-443497556.0,-362538885.0,-434644669.0,12.0
1723716681.8876655,28610,26610,937,22.232292,5.0,14426.0,14873.0,9035.0,4906.0,230.0,36.0,-80.89,-80.84,72115218.0,72105702.0,1651180478.0,1579065260.0,1660020347.0,1587914645.0,12.0
1723716682.0304914,28611,26611,767,22.251052,5.0,12629.0,14119.0,11891.0,4888.0,230.0,32.0,-80.91,-81.51,72115623.0,72106106.0,-621116589.0,-693232212.0,-612280197.0,-684386303.0,12.0
1723716682.173502,28612,26612,861,22.232292,5.0,13481.0,14084.0,9703.0,4612.0,230.0,36.0,-81.16,-81.35,72115575.0,72106066.0,1404856611.0,1332741036.0,1413689467.0,1341583401.0,12.0
1723716682.3162386,28613,26613,859,22.269813,5.0,5586.0,14147.0,14116.0,4670.0,230.0,36.0,-81.11,-82.62,72115551.0,72106026.0,-870828277.0,-942943828.0,-861998981.0,-934105007.0,12.0
1723716682.4591978,28614,26614,928,22.232292,5.0,10044.0,14959.0,12680.0,4656.0,230.0,36.0,-81.12,-81.58,72115482.0,72105972.0,1151716038.0,1079600556.0,1160541819.0,1088435847.0,12.0
1723716682.601863,28615,26615,801,22.194768,5.0,13928.0,14450.0,9459.0,4919.0,230.0,32.0,-80.88,-81.11,72115387.0,72105888.0,-1120299929.0,-1192415316.0,-1111477637.0,-1183583525.0,12.0
1723716682.745106,28616,26616,1028,22.213529,5.0,11300.0,14941.0,12159.0,4695.0,230.0,40.0,-81.08,-81.38,72115295.0,72105796.0,902504459.0,830389164.0,911323259.0,839217463.0,12.0
1723716682.887876,28617,26617,897,22.213529,5.0,14323.0,14168.0,10634.0,4951.0,230.0,36.0,-80.85,-81.15,72115249.0,72105748.0,-1369890339.0,-1442005588.0,-1361075077.0,-1433180825.0,12.0
1723716683.0306134,28618,26618,800,22.251052,5.0,13586.0,14559.0,8461.0,4629.0,230.0,32.0,-81.14,-81.13,72115223.0,72105704.0,652649411.0,580534188.0,661461115.0,589355411.0,12.0
1723716683.173335,28619,26619,860,22.194768,5.0,7910.0,13968.0,12765.0,4230.0,230.0,36.0,-81.54,-82.42,72115154.0,72105658.0,-1619528834.0,-1691643988.0,-1610720645.0,-1682826303.0,12.0
1723716683.3162785,28620,26620,862,22.194768,5.0,14261.0,14063.0,10165.0,4866.0,230.0,36.0,-80.93,-81.2,72115572.0,72106072.0,403053344.0,330937772.0,411858043.0,339751971.0,12.0
1723716683.4594412,28621,26621,894,22.194768,5.0,7875.0,14407.0,12523.0,4355.0,230.0,36.0,-81.41,-82.19,72115475.0,72105974.0,-1869215041.0,-1941330516.0,-1860413829.0,-1932519803.0,12.0
1723716683.6020598,28622,26622,769,22.213529,5.0,11928.0,14293.0,10993.0,4464.0,230.0,32.0,-81.3,-81.56,72115429.0,72105917.0,153484433.0,81369004.0,162282107.0,90176190.0,12.0
1723716683.7449155,28623,26623,766,22.251052,5.0,13122.0,14092.0,8435.0,4171.0,230.0,32.0,-81.6,-81.42,72115395.0,72105873.0,-2118718865.0,2104133036.0,-2109924741.0,2112936682.0,12.0
1723716683.8876202,28624,26624,833,22.232292,5.0,14198.0,14910.0,9181.0,4996.0,230.0,32.0,-80.81,-80.87,72115336.0,72105823.0,-96192972.0,-168308308.0,-87402373.0,-159508196.0,12.0
1723716684.030619,28625,26625,770,22.213529,5.0,10592.0,14048.0,11877.0,4338.0,230.0,32.0,-81.43,-81.93,72115227.0,72105720.0,1926421959.0,1854306732.0,1935209083.0,1863103363.0,12.0
1723716684.2306828,28640,26640,1030,22.194768,5.0,7412.0,14838.0,13377.0,4546.0,230.0,40.0,-81.22,-82.03,72115146.0,72105648.0,-2094984330.0,2127867820.0,-2086249861.0,2136611787.0,12.0
