%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1732085152887051162,2910,1732085152886632442,map,-2.5776898104931525,-4.267706380168693,1.2482507882999363,0.0,0.0,0.0,1.0
1732085153006929334,2911,1732085153006579637,map,-2.580919121877529,-4.264871474046224,1.2550545547337293,0.0,0.0,0.0,1.0
1732085153086974514,2912,1732085153086614847,map,-2.592882824901551,-4.249665074355597,1.1738818762863483,0.0,0.0,0.0,1.0
1732085153186695289,2913,1732085153186616420,map,-2.5798010758574916,-4.260658050077559,1.146870212037587,0.0,0.0,0.0,1.0
1732085153286352888,2914,1732085153286013841,map,-2.5624284165251265,-4.2837412101053145,1.155208507184858,0.0,0.0,0.0,1.0
1732085153386788613,2915,1732085153386302471,map,-2.565462833654822,-4.2738364932141355,1.2665537593420675,0.0,0.0,0.0,1.0
1732085153486029635,2916,1732085153485801219,map,-2.565807456551907,-4.270019378927627,1.3178055246987794,0.0,0.0,0.0,1.0
1732085153585963222,2917,1732085153585669994,map,-2.5792958783619624,-4.246317121777039,1.3468959383249972,0.0,0.0,0.0,1.0
1732085153686354844,2918,1732085153686197042,map,-2.5882234322125584,-4.232340707416584,1.3497230972280885,0.0,0.0,0.0,1.0
1732085153786565627,2919,1732085153786117315,map,-2.5929662073709476,-4.225649978872343,1.3445826917111816,0.0,0.0,0.0,1.0
1732085153887247294,2920,1732085153886718273,map,-2.587331701527924,-4.234314260947234,1.3444599439052767,0.0,0.0,0.0,1.0
1732085153986871595,2921,1732085153986287355,map,-2.592649967807875,-4.236901269849774,1.3278318673812877,0.0,0.0,0.0,1.0
1732085154086156082,2922,1732085154086060047,map,-2.5871659279691586,-4.246551356901006,1.3131829221261089,0.0,0.0,0.0,1.0
